numbers,holes,horizontal_cuts,vertical_cuts,pixel_count,mass_x,mass_y,longest_contour,contours_count,straightness
9,1,2,3,104,3852.9134615384614,3628.875,78,1,2.0641025641025643
0,2,2,3,176,3894.4829545454545,4586.255681818182,58,2,2.0689655172413794
7,1,2,2,143,3945.937062937063,3464.867132867133,70,1,1.4142857142857144
7,1,2,2,113,4218.3185840707965,2932.309734513274,61,1,1.9508196721311475
2,1,2,3,82,3982.951219512195,3133.451219512195,32,3,2.3214285714285716
2,1,2,2,144,3861.1875,3646.0069444444443,72,1,1.7916666666666667
6,2,2,3,87,4055.7241379310344,3170.942528735632,50,2,1.9399999999999999
3,1,2,4,139,4559.273381294964,3653.611510791367,83,1,2.3975903614457832
4,1,2,2,117,3351.735042735043,4393.153846153846,88,1,1.6363636363636365
2,1,2,3,129,4751.085271317829,3639.4418604651164,45,2,1.8222222222222222
0,1,2,2,141,4542.86524822695,3452.9432624113474,87,1,1.8620689655172413
5,1,2,2,81,4348.358024691358,3420.901234567901,30,3,2.0
9,2,2,3,109,3958.256880733945,3341.3119266055046,69,1,2.6666666666666665
6,3,3,3,114,4102.912280701755,3688.09649122807,65,6,1.7384615384615385
2,1,2,3,91,4067.120879120879,3242.8241758241757,71,3,1.7746478873239437
1,1,1,1,36,4308.5,2569.1388888888887,27,2,0.88888888888888884
9,2,2,3,81,4469.950617283951,2948.5061728395062,67,1,2.0
0,2,2,2,145,4201.924137931034,3634.020689655172,50,2,1.1399999999999999
6,2,3,3,108,3684.787037037037,3268.6203703703704,72,2,2.3194444444444446
0,2,3,3,155,3976.625806451613,3723.567741935484,93,1,2.236559139784946
4,1,2,3,60,4125.716666666666,3204.5666666666666,17,7,2.8333333333333335
8,2,2,4,96,3827.2916666666665,3383.40625,50,7,2.4444444444444446
4,1,3,2,135,3472.614814814815,3812.177777777778,84,1,2.2857142857142856
3,1,2,4,155,4422.4258064516125,3054.606451612903,99,1,2.0202020202020203
1,1,1,1,78,4326.807692307692,3430.269230769231,44,1,2.5454545454545454
5,1,2,2,82,3790.3414634146343,3672.8536585365855,63,3,2.0317460317460316
4,1,2,2,89,3444.38202247191,3436.3370786516853,40,3,3.25
2,2,3,3,109,3669.4770642201834,3803.1651376146788,65,5,1.9384615384615385
9,2,2,3,132,3793.0,3537.242424242424,66,1,1.696969696969697
5,1,2,3,128,4335.78125,3757.2734375,98,1,2.1326530612244898
7,1,2,2,103,3941.883495145631,3653.3106796116504,71,1,2.140845070422535
3,1,2,3,135,4252.681481481482,3432.3333333333335,92,1,2.2608695652173911
1,1,1,2,58,4019.103448275862,2935.2241379310344,43,1,0.93023255813953487
5,1,2,3,87,4076.0344827586205,3259.448275862069,47,4,0.875
4,1,2,2,57,3287.964912280702,3092.59649122807,20,5,0.63157894736842102
5,1,2,2,77,4148.1558441558445,4114.675324675325,64,3,2.015625
3,1,2,3,156,4705.070512820513,3353.647435897436,82,1,2.0365853658536586
7,1,2,2,78,4715.423076923077,3199.1923076923076,56,1,2.4285714285714284
3,1,2,3,98,4212.530612244898,3369.5714285714284,65,2,1.7076923076923076
8,3,2,3,124,4564.701612903225,3112.2580645161293,79,2,1.8227848101265822
6,2,3,3,143,3654.8391608391607,3548.755244755245,71,2,1.8028169014084507
2,2,3,4,119,3643.7563025210084,4129.697478991597,27,7,1.4347826086956521
4,1,2,3,105,3423.9333333333334,3900.695238095238,25,4,1.52
6,1,2,2,148,3884.837837837838,3473.1486486486488,66,1,1.9393939393939394
1,1,1,2,63,3858.1428571428573,2553.84126984127,44,1,1.25
1,1,1,1,52,4293.75,2689.153846153846,43,1,2.2325581395348837
4,1,3,3,96,3918.7604166666665,3086.34375,65,1,2.8307692307692309
0,2,3,3,190,3666.9684210526316,4082.1105263157897,56,4,2.1607142857142856
0,2,2,2,127,4098.4094488188975,3748.181102362205,97,1,2.0721649484536084
5,1,2,3,165,4288.442424242424,3771.612121212121,89,2,1.6292134831460674
8,3,3,4,131,4217.694656488549,3108.885496183206,82,3,1.6829268292682926
6,2,3,3,93,3589.6236559139784,3541.1290322580644,62,4,2.2096774193548385
7,1,2,2,89,3789.820224719101,3681.38202247191,45,3,1.5777777777777777
4,1,3,2,112,3212.3035714285716,3783.9910714285716,21,5,2.8888888888888888
2,2,3,3,157,3949.127388535032,3689.6815286624205,81,2,2.0864197530864197
8,3,2,3,127,3977.3228346456694,3539.9055118110236,71,4,1.8873239436619718
0,2,2,2,189,4061.5502645502647,3936.201058201058,57,2,1.5614035087719298
2,2,3,3,134,3990.455223880597,3409.1119402985073,71,2,1.8169014084507042
5,1,2,3,131,4144.366412213741,3917.2290076335876,78,3,1.0416666666666667
4,1,2,3,104,3915.1923076923076,3340.125,75,1,2.4133333333333336
8,2,3,4,154,4371.967532467533,3370.3766233766232,52,5,0.9375
3,1,3,3,114,4217.754385964912,3685.0175438596493,83,1,2.3253012048192772
0,2,2,2,159,4006.578616352201,3209.7735849056603,51,2,1.2745098039215685
6,2,3,3,57,3588.6666666666665,2816.9824561403507,35,3,2.5714285714285716
4,1,3,2,102,3653.156862745098,3992.4117647058824,75,1,1.8133333333333332
8,2,3,4,106,4163.61320754717,3389.8867924528304,51,3,2.8333333333333335
6,2,2,3,105,3967.8190476190475,3239.3809523809523,55,2,1.7636363636363637
4,1,2,2,85,4057.2235294117645,2942.035294117647,63,1,1.5396825396825398
1,1,1,1,39,3592.641025641026,3067.5897435897436,41,1,0.1951219512195122
8,3,2,3,144,3722.215277777778,2902.4791666666665,64,2,1.515625
1,1,1,2,60,4144.216666666666,3098.5333333333333,43,1,1.6744186046511629
5,1,2,3,99,3901.070707070707,3849.1717171717173,28,5,0.090909090909090912
4,1,2,2,117,3720.4957264957266,3479.119658119658,78,1,2.0512820512820511
9,1,2,3,54,3956.1666666666665,2906.814814814815,23,5,2.5652173913043477
4,1,2,3,127,3955.5748031496064,3672.047244094488,76,3,2.25
3,1,2,3,170,4505.070588235294,3166.4823529411765,83,1,1.7349397590361446
2,1,2,3,104,4455.913461538462,3253.894230769231,76,1,1.4210526315789473
0,2,2,2,133,3744.0676691729323,4394.270676691729,92,1,1.923913043478261
5,1,2,3,116,4145.560344827586,3353.5258620689656,71,2,2.1690140845070425
0,2,2,3,142,4219.80985915493,4026.5985915492956,90,1,1.4333333333333333
7,1,2,2,101,4224.574257425743,3470.039603960396,73,1,2.0684931506849313
9,1,3,3,101,4246.623762376237,3488.5841584158416,63,2,2.2000000000000002
2,2,2,3,142,3762.8591549295775,3086.478873239437,70,2,2.0571428571428569
9,1,2,3,76,4318.131578947368,3178.315789473684,58,2,2.1379310344827585
8,3,2,3,99,4010.757575757576,3466.808080808081,55,6,1.8
9,1,2,3,76,4348.421052631579,3050.5526315789475,59,2,1.4915254237288136
6,2,3,3,127,3934.2755905511813,3007.9133858267714,62,2,2.0806451612903225
5,1,2,3,153,3635.346405228758,3919.5098039215686,96,1,1.8229166666666667
2,2,2,3,164,4464.829268292683,3523.481707317073,86,2,2.058139534883721
4,1,2,2,72,3444.1111111111113,3069.527777777778,44,2,2.2954545454545454
4,1,2,2,110,3726.890909090909,3406.009090909091,79,1,2.3291139240506329
6,2,2,3,120,3676.3333333333335,3430.6916666666666,56,3,1.5714285714285714
4,1,2,3,91,3953.8901098901097,3443.769230769231,66,1,2.7272727272727271
8,2,2,4,107,4244.757009345794,2910.233644859813,53,4,1.6363636363636365
4,1,2,3,109,3342.330275229358,3797.119266055046,77,1,2.5064935064935066
1,1,1,2,74,3741.8783783783783,2996.5675675675675,44,1,1.2727272727272727
7,1,2,2,124,3729.483870967742,3704.7903225806454,72,1,2.2361111111111112
5,2,2,3,158,4022.4240506329115,3243.6329113924053,63,2,1.4126984126984128
8,4,2,3,122,4275.877049180328,3164.6803278688526,68,2,1.8823529411764706
9,1,3,3,81,3867.9506172839506,3044.395061728395,54,6,1.8181818181818181
5,1,2,3,130,4614.5,3352.423076923077,76,2,2.013157894736842
9,2,3,3,147,3530.612244897959,3623.9455782312925,55,2,1.8909090909090909
3,1,2,4,99,4202.959595959596,3116.040404040404,34,4,1.8823529411764706
2,1,3,2,102,4794.166666666667,3481.264705882353,71,1,2.267605633802817
5,1,2,3,77,4087.818181818182,3545.8571428571427,43,4,1.6666666666666667
8,3,3,4,83,4161.831325301205,2805.9036144578313,59,2,1.6949152542372881
2,2,2,3,143,4018.146853146853,4057.2587412587413,83,2,1.7469879518072289
2,2,3,4,84,4609.880952380952,3494.285714285714,29,5,2.0
7,1,2,2,134,3651.783582089552,3513.3507462686566,73,1,1.6575342465753424
2,1,2,2,152,3825.532894736842,3853.440789473684,88,1,2.0113636363636362
8,2,2,2,110,4022.818181818182,3513.1272727272726,76,3,2.0657894736842106
4,1,2,3,81,3864.2345679012346,2664.901234567901,59,1,1.8813559322033899
1,1,1,1,44,4140.931818181818,3430.7954545454545,43,1,2.9767441860465116
9,1,2,2,77,4082.4805194805194,3226.6753246753246,55,4,1.8363636363636364
3,1,2,3,73,4167.86301369863,3138.109589041096,63,1,2.5714285714285716
6,2,3,3,116,3696.887931034483,3233.1724137931033,64,2,1.625
0,2,2,2,156,3594.647435897436,3708.5641025641025,50,2,1.4399999999999999
2,2,2,3,137,3733.4817518248174,4171.496350364963,75,2,1.72
2,1,3,3,78,4378.910256410257,3219.6923076923076,59,3,2.0847457627118646
9,1,2,2,157,4204.197452229299,2962.3184713375795,54,1,2.0925925925925926
1,1,1,2,53,3639.3207547169814,2642.490566037736,42,1,1.5476190476190477
2,1,2,2,184,3694.8315217391305,3756.896739130435,74,1,2.1621621621621623
7,1,2,2,75,4389.546666666667,3246.0266666666666,54,1,2.5370370370370372
2,2,3,3,140,4040.042857142857,3630.057142857143,83,2,2.1325301204819276
1,1,1,1,54,4100.87037037037,2848.962962962963,43,1,2.0697674418604652
3,1,1,3,96,4127.28125,3279.0729166666665,63,1,1.7619047619047619
4,1,2,2,103,3394.145631067961,3681.359223300971,66,1,1.9545454545454546
9,2,2,3,120,3454.1,3185.325,84,1,2.4285714285714284
1,1,1,1,53,4152.207547169812,2737.056603773585,38,2,2.8333333333333335
8,3,2,3,130,3811.0692307692307,3184.123076923077,59,3,1.9152542372881356
0,1,2,2,127,4290.464566929134,3625.716535433071,91,1,2.3956043956043955
2,1,2,3,162,3699.0308641975307,3828.9506172839506,84,1,2.7738095238095237
2,2,3,4,160,4444.89375,3385.825,76,2,1.9078947368421053
3,1,2,3,99,4541.040404040404,2903.252525252525,37,2,1.8648648648648649
4,1,3,2,126,3153.2380952380954,4154.722222222223,60,1,2.2666666666666666
1,1,1,1,53,3905.5283018867926,3275.3207547169814,42,1,2.8571428571428572
3,1,2,3,135,4096.614814814815,3967.340740740741,94,1,1.7978723404255319
7,1,2,2,77,3669.5974025974024,3039.3636363636365,58,1,2.2241379310344827
4,1,2,3,144,3542.1041666666665,3336.7013888888887,72,1,2.4305555555555554
1,1,1,1,113,4060.787610619469,2950.2566371681414,47,1,1.7234042553191489
4,1,4,3,114,3249.754385964912,4739.245614035088,88,1,1.7159090909090908
1,1,1,1,48,4032.75,2945.7916666666665,42,1,0.95238095238095233
5,1,2,3,105,3800.704761904762,3440.1047619047617,55,5,2.0
9,2,3,4,175,3801.845714285714,4317.074285714286,115,1,2.0956521739130434
6,1,2,2,234,3500.363247863248,3816.991452991453,63,2,1.2698412698412698
9,2,2,2,99,4035.717171717172,3153.4646464646466,46,2,1.5652173913043479
0,2,2,2,110,4359.436363636363,3695.809090909091,91,1,1.8461538461538463
5,1,2,3,87,4096.80459770115,3075.770114942529,46,7,2.625
7,1,2,2,97,3658.237113402062,3097.659793814433,60,1,2.25
6,1,2,3,137,3629.4233576642337,3013.109489051095,57,1,1.6842105263157894
8,3,2,3,191,3866.785340314136,3373.303664921466,60,3,2.0166666666666666
2,1,2,3,113,4685.761061946902,3463.451327433628,70,1,2.0
0,2,2,2,242,3962.4462809917354,4385.98347107438,56,2,0.5714285714285714
7,1,2,2,100,4300.82,3310.4,64,1,2.015625
3,1,2,4,134,4086.402985074627,3169.231343283582,84,1,1.8571428571428572
5,1,2,3,143,4393.195804195804,3671.4895104895104,90,1,1.8666666666666667
8,3,2,3,139,4157.122302158274,3233.179856115108,74,2,1.8513513513513513
2,1,2,3,171,4248.403508771929,3436.9824561403507,83,1,2.0240963855421685
8,2,2,4,119,4017.890756302521,3294.6470588235293,52,5,1.8461538461538463
2,2,3,4,160,3784.24375,3974.11875,79,2,2.4303797468354431
4,1,2,2,85,3742.2705882352943,3174.247058823529,50,1,1.78
8,3,2,3,117,4231.1623931623935,2915.1452991452993,52,3,2.0192307692307692
5,1,2,3,89,4710.955056179775,3386.8314606741574,74,1,2.0675675675675675
8,3,3,3,117,3978.5470085470088,3040.897435897436,61,3,2.262295081967213
9,2,2,3,139,3775.388489208633,3801.884892086331,89,1,1.898876404494382
7,1,2,2,115,4457.782608695652,3085.1739130434785,62,1,1.9516129032258065
1,1,1,1,66,3843.939393939394,3256.8939393939395,44,1,2.5909090909090908
2,1,2,3,117,4273.786324786325,3356.7179487179487,68,1,1.8823529411764706
4,1,2,2,148,3263.5472972972975,4108.959459459459,84,2,2.2976190476190474
5,1,2,3,119,3664.268907563025,3766.159663865546,87,3,1.9425287356321839
5,1,2,3,140,4231.192857142857,3964.1,104,1,1.7692307692307692
1,1,1,2,48,3773.3333333333335,2479.2291666666665,41,1,1.1707317073170731
8,3,2,3,122,4508.163934426229,3722.655737704918,67,4,1.4029850746268657
1,1,1,1,35,3815.9142857142856,2435.885714285714,23,1,0.52173913043478259
4,1,2,2,101,3908.039603960396,3049.980198019802,57,1,2.0175438596491229
4,1,3,2,145,3474.6758620689657,4020.158620689655,81,1,1.962962962962963
6,3,2,2,134,3928.8582089552237,3348.231343283582,53,3,2.2830188679245285
5,1,2,3,179,4081.078212290503,3581.0670391061453,88,1,2.0
8,3,2,3,175,3967.617142857143,3072.2457142857143,79,2,2.1139240506329116
9,2,2,2,122,4014.811475409836,3338.655737704918,88,1,1.3522727272727273
2,1,2,2,142,4417.450704225352,3691.6267605633802,77,1,2.0909090909090908
3,1,3,3,150,4263.44,3687.1133333333332,69,2,2.1449275362318843
0,1,2,3,116,4449.008620689655,4112.5948275862065,89,2,1.595505617977528
5,1,3,3,89,4312.112359550561,3406.696629213483,64,1,2.484375
1,1,1,1,48,4275.0,3279.625,43,1,2.9767441860465116
4,1,2,2,108,3836.1296296296296,2878.1388888888887,70,1,1.4857142857142858
0,2,2,2,126,3896.285714285714,3778.5238095238096,49,2,1.7959183673469388
5,1,2,3,87,4223.494252873563,3657.9885057471265,65,3,2.1076923076923078
1,1,1,1,50,3871.38,2611.02,41,1,1.7560975609756098
2,1,2,2,152,3852.9802631578946,3599.25,74,1,1.8513513513513513
9,2,2,2,117,3866.863247863248,3950.641025641026,97,1,1.5051546391752577
2,2,3,3,99,3874.5858585858587,3448.5252525252527,25,4,2.3999999999999999
4,1,3,2,135,4018.711111111111,3732.0148148148146,83,1,2.7469879518072289
1,1,1,2,110,4062.890909090909,2882.572727272727,48,1,1.6458333333333333
6,2,2,3,154,3954.155844155844,3105.746753246753,61,2,1.819672131147541
8,3,2,4,101,4232.039603960396,2990.2871287128714,70,2,2.9714285714285715
0,2,3,3,130,4218.484615384616,3285.369230769231,51,2,1.7450980392156863
4,1,2,3,191,3929.30890052356,3718.0104712041884,73,1,1.9726027397260273
9,2,2,3,124,3657.2903225806454,3075.266129032258,54,2,1.5
0,2,2,2,221,3629.054298642534,3822.5384615384614,56,2,1.5892857142857142
0,2,2,2,90,3653.5333333333333,4605.8,57,3,1.7719298245614035
5,1,2,3,143,4552.2307692307695,3910.846153846154,91,2,1.8351648351648351
9,2,2,3,87,3703.0114942528735,2832.1264367816093,63,3,1.5873015873015872
2,1,2,3,152,4761.625,3855.559210526316,96,1,1.7604166666666667
3,1,2,4,81,4049.925925925926,3204.0493827160494,43,3,2.0
5,1,2,3,79,3988.6202531645567,3730.7088607594937,31,3,1.2142857142857142
9,2,2,3,102,4078.774509803922,3099.078431372549,77,1,2.2597402597402598
4,1,3,2,94,3732.968085106383,3350.978723404255,67,1,2.0298507462686568
4,1,2,2,99,3661.787878787879,3352.7070707070707,69,1,2.0869565217391304
3,1,2,3,85,4488.823529411765,2925.929411764706,74,1,2.3783783783783785
9,2,2,3,138,3890.427536231884,3151.282608695652,81,1,1.8765432098765431
2,1,2,2,79,3251.8607594936707,3288.9620253164558,30,4,2.3636363636363638
3,1,2,4,141,4597.829787234043,3530.7021276595747,103,2,2.058252427184466
5,1,2,2,168,4108.547619047619,3026.214285714286,71,1,2.0140845070422535
6,2,2,3,108,3835.3611111111113,3199.4074074074074,55,2,1.9636363636363636
5,1,2,2,73,3377.945205479452,3684.5068493150684,38,5,2.2000000000000002
2,2,2,3,82,4461.756097560976,3440.243902439024,59,4,2.2711864406779663
7,1,2,3,128,3896.765625,3568.5,78,1,2.1538461538461537
2,1,2,3,166,4390.469879518072,3996.4939759036147,85,1,2.2705882352941176
4,1,2,3,134,3516.723880597015,3554.9776119402986,70,1,2.6428571428571428
2,1,2,2,132,3736.037878787879,3637.787878787879,45,2,1.9333333333333333
4,1,3,3,102,3738.2843137254904,3353.029411764706,81,1,2.1851851851851851
7,1,2,3,42,4957.785714285715,2598.9761904761904,36,1,1.7777777777777777
2,1,2,3,135,4347.7037037037035,4085.0666666666666,74,1,2.2567567567567566
5,1,2,3,85,3224.6470588235293,4006.541176470588,66,1,2.0757575757575757
3,1,2,3,98,4249.806122448979,3205.3673469387754,55,1,2.0181818181818181
7,1,2,2,123,3747.837398373984,3240.756097560976,64,1,1.765625
6,2,2,3,133,3811.0827067669175,3290.714285714286,53,2,2.2452830188679247
1,1,1,1,82,4283.536585365854,2818.048780487805,44,1,0.75
0,2,2,2,183,4445.4098360655735,3968.5792349726776,54,2,1.6481481481481481
7,1,2,1,103,4046.3106796116504,3818.864077669903,61,1,1.8524590163934427
5,1,2,3,94,5049.627659574468,3681.5106382978724,69,3,2.4444444444444446
4,1,2,3,138,3701.978260869565,3452.072463768116,70,2,2.1714285714285713
5,1,2,3,84,4017.2619047619046,4028.6785714285716,45,3,3.0
1,1,1,1,39,4308.974358974359,2894.3333333333335,32,1,2.0
6,2,2,3,148,3660.8716216216217,3057.5405405405404,54,2,1.7592592592592593
9,2,2,3,112,4001.6785714285716,3300.5446428571427,70,1,1.8571428571428572
7,1,2,3,120,4298.258333333333,3535.6,70,1,1.9285714285714286
1,1,1,2,90,3807.3,2985.1111111111113,42,1,1.9047619047619047
6,1,2,2,133,4193.458646616541,3774.6766917293235,69,1,1.9710144927536233
3,1,2,3,146,4366.3835616438355,3481.698630136986,93,1,1.7311827956989247
3,1,2,4,110,4378.236363636363,3611.4,55,12,1.9272727272727272
1,1,1,1,82,4021.5365853658536,2649.5975609756097,44,1,1.4318181818181819
2,1,2,2,112,4482.803571428572,3407.9910714285716,63,1,2.2857142857142856
2,1,2,2,105,4419.133333333333,3000.285714285714,37,3,2.0714285714285716
0,2,3,2,193,3825.2901554404143,3800.181347150259,55,2,1.3272727272727274
5,1,1,3,83,5115.301204819277,3364.3012048192772,68,3,1.5
0,2,2,3,114,4162.894736842105,3675.8245614035086,53,2,2.1132075471698113
6,2,2,3,171,3434.3859649122805,3618.5087719298244,62,2,1.9516129032258065
8,3,2,4,129,3958.3798449612405,3337.2093023255816,54,4,1.6111111111111112
3,1,2,3,103,4321.446601941748,3518.5436893203882,79,2,1.7341772151898733
6,2,2,3,115,3538.426086956522,2815.026086956522,53,2,1.8301886792452831
7,1,2,2,84,3628.6071428571427,3185.8928571428573,58,1,2.3103448275862069
7,1,2,2,79,4508.354430379747,3512.1265822784812,61,1,1.9344262295081966
3,1,2,4,94,4367.0,3027.9148936170213,70,2,1.8999999999999999
8,3,2,3,151,3856.6423841059604,3610.390728476821,80,2,1.8125
1,1,1,1,54,4132.240740740741,3462.1111111111113,42,1,2.1904761904761907
7,1,2,2,142,4513.429577464789,3227.676056338028,42,2,1.6428571428571428
9,2,2,3,94,4131.63829787234,3247.553191489362,51,2,2.1960784313725492
3,1,2,4,140,4229.171428571429,3637.4214285714284,88,1,2.1022727272727271
9,2,2,2,77,4291.688311688312,3414.4285714285716,62,3,2.032258064516129
2,2,2,3,97,3698.8762886597938,3390.3917525773195,67,3,2.0746268656716418
8,2,2,4,86,4644.093023255814,3103.8255813953488,56,6,1.7857142857142858
3,1,2,3,156,4103.057692307692,3801.4166666666665,99,1,2.191919191919192
7,1,2,2,74,3967.0405405405404,3117.4324324324325,57,1,2.3859649122807016
4,1,2,2,86,3655.5348837209303,4077.686046511628,68,1,2.7058823529411766
1,1,2,3,116,4317.896551724138,3526.5086206896553,90,1,1.6444444444444444
2,2,3,3,132,3983.0757575757575,3884.621212121212,31,6,2.04
3,1,2,3,124,4202.725806451613,3197.9758064516127,99,2,2.1111111111111112
6,2,2,3,121,3848.8925619834713,3112.413223140496,54,2,1.8333333333333333
5,1,2,3,47,2824.0425531914893,4269.276595744681,19,4,1.2222222222222223
0,2,3,2,185,4186.691891891892,3861.7297297297296,41,3,1.6585365853658536
1,1,1,1,93,3657.1720430107525,3838.2043010752686,49,1,2.1020408163265305
8,3,2,3,167,3930.1377245508984,3391.5808383233534,53,3,1.9622641509433962
6,2,3,2,126,3365.8809523809523,3182.84126984127,65,3,2.1076923076923078
9,2,3,3,111,3343.234234234234,3514.6486486486488,71,3,1.8732394366197183
2,1,2,3,92,4191.869565217391,2863.9021739130435,69,1,2.2028985507246377
1,1,1,1,74,3855.662162162162,3105.175675675676,42,1,2.4761904761904763
6,2,3,3,153,3874.2418300653594,3608.2614379084966,66,4,2.4696969696969697
0,2,2,2,211,3756.2938388625594,4201.976303317536,57,2,1.4210526315789473
2,1,2,3,174,3732.7183908045977,3782.787356321839,83,1,1.7349397590361446
8,3,2,4,154,4234.88961038961,3481.285714285714,80,2,2.0
0,1,3,3,162,4011.432098765432,4076.4876543209875,88,3,1.5909090909090908
8,1,2,2,161,4153.608695652174,4186.906832298137,77,1,2.0779220779220777
8,2,3,4,157,4253.91719745223,3591.764331210191,72,3,1.9444444444444444
9,2,2,2,99,4132.20202020202,3231.282828282828,84,2,2.0952380952380953
1,1,1,1,50,3923.7,3640.66,43,1,2.6279069767441858
2,3,3,3,172,3718.7558139534885,3598.406976744186,83,3,2.2168674698795181
2,1,2,3,93,4794.548387096775,3821.6021505376343,32,4,1.1000000000000001
1,1,1,1,99,3630.5454545454545,2878.282828282828,45,1,1.8
4,1,2,2,84,3651.285714285714,3188.3928571428573,51,2,1.2941176470588236
8,3,2,3,135,3922.125925925926,3227.6740740740743,49,3,1.6122448979591837
1,1,1,3,56,4122.607142857143,2995.5,42,1,1.7142857142857142
4,1,2,2,134,3537.268656716418,3843.6492537313434,67,1,1.9253731343283582
4,1,3,2,96,3717.40625,4130.25,82,1,1.4634146341463414
5,1,2,3,76,4391.4473684210525,3148.842105263158,59,3,2.2000000000000002
1,1,1,2,46,4072.108695652174,2991.521739130435,42,1,1.1428571428571428
8,2,2,3,210,4328.033333333334,3310.042857142857,60,2,1.75
7,1,2,2,107,3787.542056074766,3590.8504672897197,73,1,2.1780821917808217
7,1,2,2,161,4565.434782608696,3891.863354037267,34,3,1.5294117647058822
9,1,2,3,75,3962.0266666666666,3249.693333333333,56,2,2.1964285714285716
7,1,2,2,106,4040.8867924528304,3464.5,67,1,2.4029850746268657
0,2,2,3,136,3504.2867647058824,4121.889705882353,49,2,2.306122448979592
6,2,2,3,93,3559.2365591397847,2846.1935483870966,51,2,2.4313725490196076
9,2,2,3,70,4018.8571428571427,2872.0285714285715,27,3,1.9259259259259258
4,1,2,3,106,3179.377358490566,3534.0,30,3,2.0
5,1,1,3,81,4353.777777777777,2981.4814814814813,47,3,1.7659574468085106
6,2,3,3,96,3529.1354166666665,3081.0729166666665,63,2,2.9206349206349205
2,1,3,3,92,3364.5652173913045,3769.4565217391305,74,1,1.6351351351351351
5,1,2,3,114,4271.245614035088,3649.6491228070176,87,1,1.8505747126436782
7,1,2,3,153,3868.267973856209,3922.4640522875816,78,1,2.2692307692307692
4,1,2,2,98,3260.785714285714,3241.2551020408164,71,1,1.8028169014084507
7,1,2,3,101,3775.792079207921,3330.5841584158416,71,1,2.1690140845070425
2,1,2,2,214,3476.177570093458,3421.2196261682243,71,1,1.3661971830985915
3,1,2,3,173,4038.057803468208,3744.826589595376,91,1,1.7032967032967032
0,2,2,2,223,3823.358744394619,4297.937219730941,58,2,1.6551724137931034
8,3,2,3,115,3719.0782608695654,3723.269565217391,54,3,1.9444444444444444
4,1,3,3,150,3656.213333333333,4101.866666666667,27,4,2.6000000000000001
8,3,3,3,164,3803.1768292682927,3465.6341463414633,57,3,1.7017543859649122
0,2,3,2,124,4364.177419354839,3448.5564516129034,52,2,1.5384615384615385
0,2,2,2,90,4120.022222222222,3703.711111111111,61,3,1.7704918032786885
9,1,3,3,65,4021.4153846153845,3457.923076923077,28,3,2.2142857142857144
7,1,2,3,122,3639.9508196721313,3185.7049180327867,67,1,1.9253731343283582
7,1,2,2,204,3532.794117647059,3804.9166666666665,63,1,2.8253968253968256
9,2,2,3,139,3756.6906474820144,3065.7194244604316,80,1,1.8999999999999999
8,3,2,3,210,3967.7619047619046,3809.7285714285713,62,3,1.9516129032258065
2,1,1,3,96,4585.333333333333,3236.3541666666665,68,1,1.9705882352941178
1,1,1,2,54,4248.333333333333,2768.185185185185,43,1,2.8837209302325579
6,2,2,3,93,3933.0752688172042,2931.967741935484,56,2,2.125
5,1,2,3,147,3563.2312925170068,3728.3333333333335,96,1,1.34375
5,1,1,3,73,4074.2328767123286,2825.890410958904,52,1,2.1730769230769229
1,1,1,1,56,4053.839285714286,3025.660714285714,43,1,2.4186046511627906
1,1,1,1,56,3770.5535714285716,2964.6964285714284,42,1,0.76190476190476186
9,2,2,3,86,4357.581395348837,2975.2093023255816,62,1,1.6935483870967742
7,1,2,2,73,4081.123287671233,3455.72602739726,17,4,2.4117647058823528
7,1,1,2,87,3900.8390804597702,3030.0919540229884,56,1,2.3928571428571428
8,3,3,4,144,4381.020833333333,3415.3958333333335,81,2,1.7901234567901234
6,2,3,3,111,3376.3783783783783,2976.4144144144143,60,2,2.0
4,1,2,2,86,3556.686046511628,3129.860465116279,66,1,1.5
7,1,2,2,137,4304.846715328467,3457.2262773722628,65,1,1.7076923076923076
5,1,2,3,74,4245.148648648648,3208.5945945945946,70,1,2.4142857142857141
3,1,2,4,88,4397.534090909091,3287.9204545454545,48,4,1.875
1,1,1,2,95,4007.084210526316,3743.842105263158,48,1,2.3333333333333335
6,1,2,2,154,4049.8636363636365,3367.3571428571427,74,1,1.5
4,1,2,3,76,3588.8684210526317,4040.157894736842,28,6,2.6071428571428572
5,1,2,3,106,4251.481132075472,3306.4150943396226,55,4,1.9272727272727272
7,1,2,3,95,4016.3894736842103,3045.073684210526,23,8,1.5625
4,1,2,2,122,3558.0081967213114,3334.2622950819673,79,1,2.3164556962025316
1,1,1,1,52,3752.980769230769,3374.903846153846,43,1,2.3255813953488373
8,2,2,3,120,3776.7083333333335,3220.075,50,4,1.1200000000000001
3,1,2,4,54,4514.5,3072.9444444444443,34,7,2.3529411764705883
5,1,2,3,146,4318.753424657534,3597.2123287671234,76,1,2.1184210526315788
1,1,1,2,58,3885.9655172413795,2602.5862068965516,42,1,0.95238095238095233
7,1,2,2,80,3869.1625,3377.7875,61,1,2.7540983606557377
1,1,1,1,62,4359.0161290322585,3290.548387096774,44,1,2.5227272727272729
1,1,1,1,99,3921.2929292929293,3102.4141414141413,45,1,1.0888888888888888
8,3,2,3,123,4530.528455284553,3231.788617886179,76,2,2.1842105263157894
6,2,3,2,177,3758.463276836158,3827.0169491525426,64,2,2.125
