index,numbers,holes,horizontal_cuts,vertical_cuts,pixel_count,mass_x,mass_y,longest_contour,contours_count,straightness
8750,1,1,1,2,94,13.840425531914894,13.659574468085106,46,1,1.0652173913043479
8751,7,1,2,2,161,14.136645962732919,13.919254658385093,37,3,1.3783783783783783
8752,4,1,3,3,102,14.088235294117647,14.450980392156863,76,1,2.3157894736842106
8753,3,1,2,3,182,14.027472527472527,14.098901098901099,72,1,1.5555555555555556
8754,7,1,2,2,138,13.666666666666666,14.130434782608695,68,1,1.5441176470588236
8755,7,1,2,2,129,13.736434108527131,14.449612403100776,63,1,1.9206349206349207
8756,3,1,2,3,151,13.695364238410596,14.013245033112582,94,1,1.5425531914893618
8757,0,2,2,2,155,14.038709677419355,14.270967741935484,46,2,1.0652173913043479
8758,7,1,1,2,135,14.6,14.311111111111112,37,2,0.97297297297297303
8759,0,2,2,2,197,14.472081218274111,13.649746192893401,56,2,1.1607142857142858
8760,1,1,1,1,61,13.950819672131148,13.655737704918034,45,1,1.7777777777777777
8761,7,1,1,2,93,14.161290322580646,14.225806451612904,66,1,1.9090909090909092
8762,7,1,2,3,122,14.327868852459016,14.032786885245901,86,1,2.4302325581395348
8763,5,1,2,3,138,13.55072463768116,13.644927536231885,89,2,1.8089887640449438
8764,8,2,2,2,204,13.485294117647058,13.769607843137255,58,2,1.6724137931034482
8765,9,2,2,2,155,14.025806451612903,13.974193548387097,70,2,1.9428571428571428
8766,3,1,2,3,182,13.824175824175825,13.554945054945055,101,1,1.8316831683168318
8767,0,2,2,2,203,14.31527093596059,13.827586206896552,54,2,1.3518518518518519
8768,6,2,3,3,137,13.912408759124087,13.86861313868613,38,5,2.0789473684210527
8769,1,1,1,2,68,14.220588235294118,14.338235294117647,46,1,1.4130434782608696
8770,6,1,2,2,166,13.909638554216867,14.506024096385541,82,1,1.3658536585365855
8771,9,2,2,3,162,13.845679012345679,14.228395061728396,61,2,2.2459016393442623
8772,8,4,2,4,113,13.752212389380531,14.557522123893806,70,2,1.8142857142857143
8773,9,2,2,3,129,13.992248062015504,13.48062015503876,60,5,1.6000000000000001
8774,9,2,2,2,151,13.927152317880795,13.582781456953642,55,2,1.6181818181818182
8775,0,1,2,2,187,14.245989304812834,14.320855614973262,92,1,1.8152173913043479
8776,4,1,2,2,107,13.672897196261681,13.57943925233645,92,1,1.9130434782608696
8777,8,2,3,3,215,13.665116279069768,14.483720930232558,62,2,1.9516129032258065
8778,4,1,2,2,158,14.189873417721518,13.848101265822784,71,1,1.9154929577464788
8779,8,3,3,2,118,13.76271186440678,14.127118644067796,66,2,1.5909090909090908
8780,1,1,2,2,94,14.095744680851064,14.106382978723405,52,1,2.75
8781,2,2,3,3,133,13.827067669172932,13.774436090225564,72,2,1.9861111111111112
8782,0,1,2,3,168,13.452380952380953,14.720238095238095,93,1,1.4516129032258065
8783,0,2,2,2,168,13.625,13.839285714285714,54,2,0.88888888888888884
8784,9,2,2,3,174,14.298850574712644,14.304597701149426,63,2,1.4126984126984128
8785,6,2,2,3,139,14.057553956834532,14.33093525179856,61,2,2.098360655737705
8786,3,1,2,3,196,13.933673469387756,13.454081632653061,108,1,1.8518518518518519
8787,6,2,2,3,125,13.456,13.616,56,2,1.8571428571428572
8788,2,1,2,2,184,13.923913043478262,14.097826086956522,79,1,1.6329113924050633
8789,8,2,2,4,129,14.069767441860465,13.790697674418604,74,2,2.0540540540540539
8790,8,4,2,3,142,14.309859154929578,13.971830985915492,52,3,1.3846153846153846
8791,3,1,2,3,123,14.089430894308943,14.308943089430894,50,4,1.3
8792,5,1,2,3,161,14.149068322981366,14.26086956521739,82,1,1.3780487804878048
8793,5,1,2,2,98,13.755102040816327,14.612244897959183,67,1,1.9253731343283582
8794,4,1,2,2,135,14.28888888888889,13.829629629629629,82,1,1.8048780487804879
8795,1,1,1,1,79,14.518987341772151,14.240506329113924,45,1,1.4444444444444444
8796,6,1,2,2,138,13.5,14.22463768115942,56,1,1.8392857142857142
8797,7,1,2,2,119,14.117647058823529,14.579831932773109,64,1,1.625
8798,3,2,2,3,214,13.841121495327103,13.855140186915888,74,2,2.1486486486486487
8799,9,2,2,3,211,13.635071090047393,14.28436018957346,73,3,0.80000000000000004
8800,5,1,2,3,144,13.694444444444445,14.354166666666666,84,1,2.1904761904761907
8801,1,1,1,1,85,14.364705882352942,13.705882352941176,46,1,1.4130434782608696
8802,7,1,2,2,138,13.644927536231885,14.456521739130435,75,1,1.5066666666666666
8803,8,3,2,4,187,13.914438502673796,14.106951871657754,65,3,1.4615384615384615
8804,4,1,2,3,138,13.869565217391305,13.746376811594203,75,1,1.3733333333333333
8805,4,1,2,2,130,13.8,13.7,83,1,1.1566265060240963
8806,0,2,2,2,209,14.4688995215311,13.52153110047847,51,2,0.78431372549019607
8807,3,1,2,3,206,13.509708737864077,14.101941747572816,105,1,1.7619047619047619
8808,8,3,2,4,131,14.687022900763358,14.206106870229007,50,3,1.76
8809,6,2,2,3,141,14.049645390070921,14.205673758865249,55,2,1.9090909090909092
8810,1,1,1,2,93,13.559139784946236,14.24731182795699,45,1,0.88888888888888884
8811,7,1,1,2,122,13.426229508196721,14.262295081967213,57,1,2.2456140350877192
8812,5,1,2,3,127,13.354330708661417,14.259842519685039,76,1,2.013157894736842
8813,8,3,2,3,171,14.321637426900585,13.807017543859649,59,3,1.7796610169491525
8814,2,1,2,3,137,14.021897810218977,13.956204379562044,81,1,1.5925925925925926
8815,2,1,2,3,150,13.986666666666666,14.133333333333333,89,1,1.8089887640449438
8816,9,2,2,2,113,13.300884955752212,13.805309734513274,55,2,1.1636363636363636
8817,8,3,2,3,175,13.702857142857143,14.44,52,3,0.94230769230769229
8818,2,1,2,3,165,14.654545454545454,14.26060606060606,90,1,1.8777777777777778
8819,6,1,2,2,137,14.043795620437956,14.423357664233576,55,1,2.1636363636363636
8820,2,1,2,3,205,13.84390243902439,14.06341463414634,86,1,1.6627906976744187
8821,3,1,2,3,192,14.427083333333334,13.59375,71,1,2.0140845070422535
8822,1,1,1,2,66,13.606060606060606,14.166666666666666,45,1,0.8666666666666667
8823,6,2,2,3,202,13.737623762376238,14.044554455445544,66,2,2.3181818181818183
8824,0,2,3,2,158,14.050632911392405,14.183544303797468,54,2,1.7777777777777777
8825,2,4,2,3,165,14.309090909090909,14.206060606060607,56,3,1.3035714285714286
8826,3,1,1,3,87,14.333333333333334,13.60919540229885,56,1,1.25
8827,0,2,2,2,188,14.042553191489361,13.675531914893616,53,2,1.679245283018868
8828,5,1,2,3,214,14.317757009345794,14.177570093457945,111,1,1.8108108108108107
8829,9,1,1,3,122,14.51639344262295,13.852459016393443,51,1,1.7450980392156863
8830,7,1,2,2,106,13.971698113207546,14.320754716981131,66,1,2.4545454545454546
8831,5,1,2,3,170,14.16470588235294,13.717647058823529,92,2,2.0108695652173911
8832,4,1,3,3,139,13.56115107913669,13.906474820143885,83,1,2.1204819277108435
8833,1,1,1,1,65,13.846153846153847,13.615384615384615,44,1,2.3636363636363638
8834,3,1,1,3,103,13.932038834951456,14.330097087378642,74,1,2.0540540540540539
8835,2,1,2,3,172,13.598837209302326,14.093023255813954,88,1,1.1818181818181819
8836,0,2,2,2,244,14.028688524590164,14.077868852459016,61,2,1.5901639344262295
8837,0,2,2,2,198,13.803030303030303,14.090909090909092,59,2,1.5084745762711864
8838,4,1,2,2,137,13.664233576642335,13.591240875912408,68,1,2.5882352941176472
8839,9,2,2,3,108,14.36111111111111,13.944444444444445,54,2,2.3518518518518516
8840,9,2,2,2,141,14.099290780141844,13.602836879432624,58,2,1.2586206896551724
8841,5,1,2,2,238,13.735294117647058,14.61344537815126,78,1,1.9487179487179487
8842,5,1,2,3,140,14.128571428571428,14.278571428571428,80,1,2.0125000000000002
8843,6,1,2,2,230,13.443478260869565,14.078260869565218,69,2,1.855072463768116
8844,4,1,2,2,168,13.363095238095237,14.107142857142858,69,1,2.7681159420289854
8845,1,1,2,2,88,14.204545454545455,14.034090909090908,45,1,2.6444444444444444
8846,2,1,1,2,138,14.36231884057971,13.615942028985508,76,1,1.6710526315789473
8847,5,1,2,3,145,13.53103448275862,13.717241379310344,38,6,0.1111111111111111
8848,1,1,1,1,69,13.565217391304348,14.391304347826088,44,1,1.0909090909090908
8849,7,1,2,2,110,13.981818181818182,14.281818181818181,65,1,1.9846153846153847
8850,0,2,2,2,206,13.854368932038835,13.79126213592233,58,2,1.9310344827586208
8851,4,1,3,3,108,13.037037037037036,14.13888888888889,66,1,2.6515151515151514
8852,8,1,2,2,155,13.619354838709677,14.09032258064516,68,1,1.661764705882353
8853,5,1,2,3,139,14.02158273381295,14.115107913669064,64,3,1.484375
8854,0,2,2,2,182,14.494505494505495,13.741758241758241,52,2,1.6923076923076923
8855,7,1,2,2,130,13.86923076923077,13.946153846153846,59,1,1.7796610169491525
8856,4,1,2,2,152,13.30921052631579,14.085526315789474,75,1,2.0266666666666668
8857,0,2,2,3,204,13.745098039215685,13.955882352941176,60,2,1.6166666666666667
8858,9,3,2,3,137,14.211678832116789,13.686131386861314,59,3,1.2203389830508475
8859,4,1,2,3,109,13.385321100917432,14.155963302752294,59,2,2.7966101694915255
8860,9,2,2,3,124,14.161290322580646,13.411290322580646,83,1,2.0843373493975905
8861,9,2,2,3,110,13.863636363636363,13.827272727272728,49,2,1.4693877551020409
8862,0,2,3,2,184,13.673913043478262,14.353260869565217,52,2,1.7115384615384615
8863,6,1,2,2,191,14.06806282722513,14.089005235602095,74,1,1.7432432432432432
8864,1,1,1,2,82,13.78048780487805,14.195121951219512,44,1,0.88636363636363635
8865,8,2,3,3,174,13.82183908045977,14.155172413793103,63,8,2.0476190476190474
8866,1,1,1,1,88,14.045454545454545,14.420454545454545,45,1,2.3333333333333335
8867,2,2,2,3,212,13.391509433962264,14.367924528301886,85,2,1.8
8868,9,2,2,3,100,13.81,13.65,48,3,2.0
8869,7,2,3,2,242,14.417355371900827,14.148760330578513,71,3,1.1408450704225352
8870,9,2,2,3,123,13.707317073170731,14.455284552845528,51,3,2.215686274509804
8871,7,1,2,2,122,14.5,13.836065573770492,71,1,1.8028169014084507
8872,7,1,2,2,133,14.481203007518797,13.669172932330827,64,1,1.640625
8873,7,1,2,2,81,13.37037037037037,13.530864197530864,65,1,1.0615384615384615
8874,7,1,2,2,112,14.178571428571429,14.1875,65,1,0.86153846153846159
8875,6,2,2,3,196,13.76530612244898,13.83673469387755,61,2,1.819672131147541
8876,3,1,2,4,170,14.217647058823529,13.864705882352942,97,1,2.0515463917525771
8877,9,1,3,3,89,13.910112359550562,13.629213483146067,70,1,2.0571428571428569
8878,5,1,2,3,101,13.910891089108912,13.613861386138614,68,1,1.9852941176470589
8879,9,2,2,2,172,14.034883720930232,14.267441860465116,57,2,1.8070175438596492
8880,4,1,2,3,112,13.723214285714286,13.696428571428571,68,2,3.2794117647058822
8881,6,1,1,2,154,14.025974025974026,14.051948051948052,52,1,1.8653846153846154
8882,6,4,3,3,154,13.53896103896104,13.811688311688311,56,3,1.9821428571428572
8883,0,2,2,2,204,13.818627450980392,13.990196078431373,54,2,1.3518518518518519
8884,9,2,2,3,119,13.781512605042018,13.815126050420169,60,4,2.4333333333333331
8885,4,1,3,2,130,14.361538461538462,14.346153846153847,80,1,2.1124999999999998
8886,6,1,2,2,119,13.453781512605042,13.655462184873949,53,1,1.2264150943396226
8887,8,2,2,2,189,13.444444444444445,14.148148148148149,60,2,1.6166666666666667
8888,8,3,3,2,152,13.881578947368421,14.289473684210526,56,3,1.4464285714285714
8889,4,1,2,3,89,13.50561797752809,14.123595505617978,55,1,2.1818181818181817
8890,1,1,1,1,88,13.329545454545455,13.829545454545455,46,1,1.2391304347826086
8891,6,2,2,2,139,14.093525179856115,14.446043165467627,55,2,1.3090909090909091
8892,4,1,2,3,158,13.60126582278481,13.784810126582279,70,2,2.5285714285714285
8893,7,1,2,3,143,14.118881118881118,13.377622377622378,81,1,1.7901234567901234
8894,8,3,2,3,205,13.336585365853658,13.951219512195122,58,3,1.6724137931034482
8895,6,2,2,2,125,14.424,14.232,52,2,1.5576923076923077
8896,3,1,2,3,161,13.46583850931677,13.881987577639752,80,1,1.3999999999999999
8897,4,1,3,2,152,13.710526315789474,13.427631578947368,83,1,2.3012048192771086
8898,7,1,2,2,100,13.52,14.11,80,1,1.5125
8899,5,1,2,3,117,14.675213675213675,14.094017094017094,76,1,1.9078947368421053
8900,9,1,1,2,114,14.535087719298245,13.728070175438596,49,1,1.9591836734693877
8901,1,1,1,1,79,14.455696202531646,14.341772151898734,42,1,1.3095238095238095
8902,5,1,2,3,170,13.74705882352941,13.729411764705882,92,1,2.1847826086956523
8903,0,2,2,2,177,13.76271186440678,13.627118644067796,59,2,1.6101694915254237
8904,2,1,2,3,150,13.546666666666667,14.473333333333333,86,1,1.2906976744186047
8905,4,1,2,2,85,13.411764705882353,13.764705882352942,59,5,2.6440677966101696
8906,1,1,1,1,89,13.393258426966293,13.752808988764045,46,1,1.9130434782608696
8907,4,1,2,3,133,14.278195488721805,14.172932330827068,70,1,2.0571428571428569
8908,3,1,2,3,159,14.0062893081761,13.855345911949685,83,2,1.927710843373494
8909,4,1,2,2,128,13.6328125,14.2734375,68,1,2.1029411764705883
8910,4,2,3,2,92,13.652173913043478,13.83695652173913,45,5,0.16666666666666666
8911,1,1,1,1,65,13.692307692307692,14.215384615384615,44,1,1.2727272727272727
8912,9,2,2,3,129,14.472868217054264,13.612403100775193,58,2,0.84482758620689657
8913,4,1,2,2,191,14.209424083769633,14.24607329842932,70,1,2.0428571428571427
8914,1,1,1,1,98,14.571428571428571,14.448979591836734,45,1,1.6000000000000001
8915,6,2,2,3,233,13.553648068669528,14.373390557939913,75,2,1.3866666666666667
8916,5,1,2,3,88,14.636363636363637,13.977272727272727,73,1,1.9589041095890412
8917,5,1,2,2,119,14.588235294117647,14.008403361344538,71,1,1.8169014084507042
8918,7,1,2,1,145,13.441379310344828,14.137931034482758,64,1,1.109375
8919,8,2,2,3,176,13.625,14.420454545454545,67,2,2.0298507462686568
8920,0,2,2,2,139,13.776978417266188,14.02158273381295,50,2,1.9199999999999999
8921,4,1,2,3,151,13.894039735099337,13.503311258278146,87,1,2.2988505747126435
8922,3,1,2,4,119,13.815126050420169,13.840336134453782,80,1,1.8
8923,8,3,2,4,171,13.67251461988304,14.43859649122807,62,3,1.6774193548387097
8924,4,1,2,2,180,13.727777777777778,13.894444444444444,89,1,1.2584269662921348
8925,6,2,3,2,129,13.286821705426357,13.589147286821705,66,2,1.3333333333333333
8926,1,1,1,1,74,14.58108108108108,13.837837837837839,44,1,0.75
8927,3,1,3,3,243,14.489711934156379,13.983539094650206,96,2,1.65625
8928,1,1,1,2,72,13.51388888888889,14.152777777777779,45,1,1.5777777777777777
8929,0,2,2,2,209,13.47846889952153,13.866028708133971,60,2,1.0833333333333333
8930,5,1,2,3,151,14.271523178807946,13.834437086092715,91,1,1.5054945054945055
8931,1,1,1,1,91,13.923076923076923,14.142857142857142,46,1,2.4565217391304346
8932,9,2,2,3,130,14.161538461538461,13.984615384615385,50,3,1.78
8933,5,1,2,3,159,14.220125786163521,13.949685534591195,84,1,1.9166666666666667
8934,3,1,2,3,114,14.070175438596491,14.201754385964913,68,1,1.6323529411764706
8935,9,2,2,2,147,13.884353741496598,14.258503401360544,50,2,1.78
8936,8,3,2,3,135,13.755555555555556,14.392592592592592,65,2,1.4615384615384615
8937,5,2,2,3,166,13.837349397590362,13.975903614457831,82,2,1.5487804878048781
8938,1,1,1,2,74,14.135135135135135,14.027027027027026,46,1,1.2173913043478262
8939,3,1,2,3,138,14.043478260869565,13.44927536231884,84,1,2.2857142857142856
8940,0,2,2,2,212,14.452830188679245,14.377358490566039,59,2,1.6271186440677967
8941,3,1,2,4,92,14.16304347826087,13.641304347826088,72,1,1.5277777777777777
8942,1,1,1,1,132,13.916666666666666,13.916666666666666,50,1,1.26
8943,0,2,3,2,167,13.25748502994012,13.808383233532934,56,2,1.1607142857142858
8944,2,2,3,3,209,14.0,13.674641148325358,78,2,1.2179487179487178
8945,7,1,2,2,137,14.226277372262773,13.481751824817518,62,1,1.8064516129032258
8946,6,3,3,2,195,13.887179487179488,13.676923076923076,80,2,1.8
8947,9,1,2,3,164,13.798780487804878,13.548780487804878,69,4,1.8695652173913044
8948,2,2,2,3,166,13.271084337349398,13.58433734939759,82,2,1.3658536585365855
8949,6,1,2,2,138,13.391304347826088,14.514492753623188,64,1,2.0
8950,7,1,2,2,126,14.007936507936508,14.325396825396826,75,1,2.6666666666666665
8951,2,2,2,3,209,14.043062200956937,13.68421052631579,65,4,1.8615384615384616
8952,3,1,2,3,155,13.72258064516129,13.72258064516129,85,1,2.0588235294117645
8953,5,1,2,3,114,14.078947368421053,14.157894736842104,85,1,1.9882352941176471
8954,4,1,2,2,124,13.983870967741936,13.862903225806452,73,1,2.3287671232876712
8955,3,1,2,3,207,14.06280193236715,13.72463768115942,73,5,1.7534246575342465
8956,1,1,1,1,90,13.944444444444445,14.555555555555555,45,1,0.71111111111111114
8957,4,1,2,2,159,13.672955974842766,14.352201257861635,70,1,2.0571428571428569
8958,9,2,2,2,252,14.48015873015873,13.71031746031746,65,2,1.4923076923076923
8959,6,3,3,2,179,13.888268156424582,14.139664804469273,71,2,1.5774647887323943
8960,4,2,2,3,95,13.968421052631578,13.6,49,2,1.1428571428571428
8961,7,1,2,2,125,13.92,14.032,73,1,2.0821917808219177
8962,1,1,1,1,74,13.716216216216216,14.22972972972973,45,1,1.0666666666666667
8963,0,2,2,2,168,14.273809523809524,14.172619047619047,55,2,1.0363636363636364
8964,0,2,2,2,225,13.617777777777778,13.391111111111112,62,2,0.64516129032258063
8965,6,2,2,3,160,13.73125,14.54375,62,2,1.8064516129032258
8966,6,2,3,3,183,14.01639344262295,14.207650273224044,75,2,2.1200000000000001
8967,7,1,2,2,124,13.524193548387096,13.89516129032258,65,1,2.4615384615384617
8968,8,3,2,3,186,14.048387096774194,13.543010752688172,59,3,1.2372881355932204
8969,4,1,2,3,157,13.433121019108281,13.617834394904458,76,1,2.9605263157894739
8970,2,1,2,3,215,14.209302325581396,13.786046511627907,79,1,2.1392405063291138
8971,4,1,2,3,144,14.041666666666666,13.98611111111111,79,1,2.1139240506329116
8972,2,1,2,2,131,13.488549618320612,13.84732824427481,67,1,1.6865671641791045
8973,7,1,1,2,161,14.714285714285714,14.031055900621118,37,2,0.97297297297297303
8974,6,2,3,3,98,13.63265306122449,13.591836734693878,55,4,2.9090909090909092
8975,2,2,3,3,179,14.379888268156424,13.625698324022347,84,2,1.8095238095238095
8976,2,1,1,3,139,13.633093525179856,14.640287769784173,70,1,2.157142857142857
8977,9,2,3,2,210,13.942857142857143,13.595238095238095,73,2,1.4246575342465753
8978,8,3,2,3,171,14.058479532163743,13.514619883040936,56,3,1.4464285714285714
8979,6,1,2,2,189,13.687830687830688,14.08994708994709,74,1,1.5135135135135136
8980,4,1,2,2,150,14.346666666666666,13.846666666666666,82,1,1.7439024390243902
8981,5,1,2,4,109,14.412844036697248,14.403669724770642,62,4,1.3548387096774193
8982,6,2,2,3,192,13.953125,13.776041666666666,67,2,1.6865671641791045
8983,5,1,2,3,99,13.747474747474747,14.626262626262626,67,1,1.9253731343283582
8984,1,1,2,2,76,13.578947368421053,14.078947368421053,47,1,1.7234042553191489
8985,8,3,2,4,128,14.234375,13.7734375,70,2,1.7142857142857142
8986,0,2,3,2,181,14.237569060773481,14.154696132596685,57,2,1.5438596491228069
8987,2,2,2,3,180,13.716666666666667,14.527777777777779,74,2,1.7297297297297298
8988,8,3,2,2,150,13.58,13.453333333333333,59,3,2.0508474576271185
8989,3,1,2,3,168,13.630952380952381,14.25,82,1,2.0487804878048781
8990,0,2,2,2,192,14.484375,13.713541666666666,52,2,1.3653846153846154
8991,8,3,2,3,172,13.726744186046512,14.05232558139535,54,3,1.9444444444444444
8992,4,1,2,3,116,13.5,14.077586206896552,66,1,2.4090909090909092
8993,9,2,2,3,158,14.449367088607595,13.835443037974683,57,2,2.1228070175438596
8994,0,2,2,2,171,13.830409356725147,13.859649122807017,52,2,1.5384615384615385
8995,7,1,2,2,182,14.126373626373626,14.115384615384615,72,1,1.5416666666666667
8996,9,2,2,3,140,14.292857142857143,14.042857142857143,54,2,1.6481481481481481
8997,9,2,2,3,158,13.664556962025317,13.367088607594937,58,2,1.9482758620689655
8998,0,2,2,3,202,13.48019801980198,13.693069306930694,56,2,1.3035714285714286
8999,9,1,1,2,154,14.402597402597403,13.863636363636363,49,1,1.489795918367347
9000,7,1,1,2,85,13.611764705882353,14.258823529411766,52,1,2.1346153846153846
9001,3,1,2,3,236,14.457627118644067,13.885593220338983,94,1,1.7978723404255319
9002,6,3,2,3,206,13.45631067961165,14.174757281553399,64,3,1.5
9003,6,3,3,3,141,13.97163120567376,14.01418439716312,58,3,2.1896551724137931
9004,6,2,3,2,192,13.619791666666666,14.416666666666666,75,2,2.04
9005,1,1,1,1,119,13.789915966386555,14.134453781512605,47,1,1.7021276595744681
9006,9,2,2,3,137,14.211678832116789,13.854014598540147,88,1,2.1931818181818183
9007,7,1,2,2,113,13.964601769911505,13.88495575221239,65,1,2.5538461538461537
9008,5,1,2,3,167,13.718562874251496,13.652694610778443,89,1,1.449438202247191
9009,1,1,1,2,64,13.875,14.5,43,1,0.7441860465116279
9010,4,1,2,2,127,13.32283464566929,14.488188976377952,69,1,2.5652173913043477
9011,6,1,2,2,124,13.620967741935484,13.919354838709678,60,1,1.7333333333333334
9012,6,2,2,3,129,13.666666666666666,13.868217054263566,66,2,1.5909090909090908
9013,6,1,2,3,161,14.031055900621118,14.167701863354038,66,2,2.1818181818181817
9014,2,1,2,2,106,14.29245283018868,14.254716981132075,70,1,1.7
9015,1,1,1,2,80,14.175,14.3125,45,1,1.2666666666666666
9016,8,3,3,3,173,14.0,14.07514450867052,61,3,1.5737704918032787
9017,2,2,3,3,110,14.672727272727272,13.790909090909091,61,2,1.9508196721311475
9018,7,1,1,3,182,14.252747252747254,13.417582417582418,83,1,1.4457831325301205
9019,9,2,2,3,108,14.101851851851851,13.925925925925926,51,3,1.411764705882353
9020,3,1,2,3,125,13.664,13.52,79,1,1.7215189873417722
9021,1,1,2,2,82,13.707317073170731,14.146341463414634,50,1,2.2599999999999998
9022,1,1,1,1,80,13.7,13.7,45,1,1.4444444444444444
9023,9,1,2,3,97,14.268041237113403,14.288659793814434,50,3,2.5600000000000001
9024,2,1,2,3,159,14.50943396226415,14.226415094339623,82,2,2.1341463414634148
9025,2,1,2,3,127,14.21259842519685,14.377952755905511,57,4,2.0350877192982457
9026,1,1,1,1,54,13.833333333333334,13.462962962962964,43,1,1.1162790697674418
9027,6,2,3,3,124,13.887096774193548,13.596774193548388,69,2,1.855072463768116
9028,8,3,2,3,178,13.561797752808989,13.797752808988765,61,3,1.9836065573770492
9029,5,1,2,3,165,14.387878787878789,14.2,83,1,1.8433734939759037
9030,1,1,1,1,78,13.5,14.461538461538462,44,1,0.18181818181818182
9031,7,1,2,2,95,13.873684210526315,14.421052631578947,68,1,2.0
9032,2,1,1,2,177,14.248587570621469,14.186440677966102,73,1,1.3150684931506849
9033,6,2,2,3,185,14.32972972972973,13.875675675675677,75,2,1.72
9034,6,3,2,3,178,14.230337078651685,13.98314606741573,58,3,1.0862068965517242
9035,0,2,2,2,188,13.877659574468085,14.563829787234043,52,2,0.94230769230769229
9036,1,1,1,1,72,14.333333333333334,14.458333333333334,44,1,0.54545454545454541
9037,9,3,2,3,154,14.220779220779221,13.441558441558442,54,3,1.6481481481481481
9038,1,1,1,2,78,14.461538461538462,13.717948717948717,46,1,1.3913043478260869
9039,4,1,2,2,135,14.02962962962963,14.222222222222221,56,1,2.4464285714285716
9040,0,2,2,2,174,13.71264367816092,13.580459770114942,53,2,1.0754716981132075
9041,9,2,2,3,127,14.307086614173228,13.472440944881889,78,1,1.5384615384615385
9042,0,2,2,2,211,13.800947867298579,14.469194312796208,60,2,1.3333333333333333
9043,5,1,2,3,129,14.511627906976743,14.263565891472869,76,1,1.6842105263157894
9044,5,1,2,2,155,13.619354838709677,13.774193548387096,71,1,1.9154929577464788
9045,9,2,2,3,173,14.190751445086706,13.393063583815028,75,2,1.6133333333333333
9046,9,2,2,3,80,14.1375,13.8125,51,2,1.392156862745098
9047,3,1,2,3,153,14.124183006535947,14.241830065359476,62,1,1.532258064516129
9048,2,2,3,3,173,13.93063583815029,13.485549132947977,82,2,1.4512195121951219
9049,8,3,2,4,166,13.698795180722891,13.873493975903614,56,3,1.5714285714285714
9050,0,3,3,2,223,13.68609865470852,14.130044843049328,57,2,1.4210526315789473
9051,3,1,2,3,163,14.668711656441717,13.423312883435583,97,1,1.7422680412371134
9052,4,1,2,3,176,13.676136363636363,14.159090909090908,75,1,2.3466666666666667
9053,7,1,2,3,171,14.116959064327485,13.654970760233919,74,1,1.8243243243243243
9054,4,1,3,1,154,13.707792207792208,13.85064935064935,72,1,1.5555555555555556
9055,5,1,3,3,138,14.521739130434783,13.731884057971014,76,1,2.1973684210526314
9056,8,2,2,2,172,13.546511627906977,14.180232558139535,64,2,1.5
9057,8,3,2,3,160,13.91875,14.33125,54,3,1.7777777777777777
9058,2,2,2,3,136,14.073529411764707,13.551470588235293,65,2,1.9538461538461538
9059,4,1,2,2,147,13.585034013605442,13.97278911564626,69,1,1.7391304347826086
9060,1,1,1,1,62,13.53225806451613,14.580645161290322,43,1,1.2790697674418605
9061,4,1,2,2,142,13.640845070422536,14.387323943661972,66,1,2.1818181818181817
9062,4,1,2,2,73,14.602739726027398,13.931506849315069,58,1,2.2068965517241379
9063,7,1,2,2,106,14.320754716981131,14.037735849056604,60,1,1.4666666666666666
9064,8,1,2,3,108,13.287037037037036,14.87962962962963,44,2,2.1842105263157894
9065,2,2,2,3,203,13.995073891625616,14.467980295566502,85,2,1.9882352941176471
9066,5,1,2,3,176,13.846590909090908,13.909090909090908,94,1,1.8829787234042554
9067,5,1,2,3,130,13.753846153846155,14.076923076923077,105,1,2.0666666666666669
9068,9,2,2,3,113,14.0,13.442477876106194,59,1,2.0169491525423728
9069,4,2,2,2,147,13.891156462585034,13.421768707482993,54,2,2.074074074074074
9070,3,1,2,4,172,14.232558139534884,13.401162790697674,94,1,2.0319148936170213
9071,6,2,3,3,142,14.126760563380282,14.26056338028169,62,2,1.8225806451612903
9072,5,1,2,3,120,13.525,13.425,82,1,1.4512195121951219
9073,7,1,2,2,145,14.317241379310344,13.434482758620689,63,1,2.1428571428571428
9074,9,2,3,3,177,13.937853107344633,14.389830508474576,66,2,1.8333333333333333
9075,6,1,2,2,200,13.385,13.54,73,1,1.8630136986301369
9076,3,1,2,3,206,13.694174757281553,13.684466019417476,94,1,1.8829787234042554
9077,0,2,2,2,145,13.979310344827587,14.413793103448276,52,2,1.4038461538461537
9078,3,1,2,3,198,14.181818181818182,14.176767676767676,99,1,1.7777777777777777
9079,3,1,2,4,205,14.058536585365854,13.746341463414634,87,1,1.7586206896551724
9080,3,1,2,3,157,13.821656050955413,14.273885350318471,85,1,1.6823529411764706
9081,2,1,2,3,156,14.288461538461538,13.737179487179487,78,1,1.9615384615384615
9082,3,1,2,4,113,14.053097345132743,13.5929203539823,87,1,2.3563218390804597
9083,0,2,2,2,194,14.072164948453608,13.783505154639176,59,2,2.0338983050847457
9084,1,1,1,1,99,14.232323232323232,14.282828282828282,45,1,1.4222222222222223
9085,4,1,2,2,100,13.42,14.16,72,1,1.5555555555555556
9086,0,2,3,2,216,13.50925925925926,14.50462962962963,60,2,1.2166666666666666
9087,2,2,2,3,170,14.135294117647058,14.511764705882353,87,2,1.7586206896551724
9088,8,3,3,2,132,13.325757575757576,14.75,61,3,2.1147540983606556
9089,1,1,1,1,85,13.705882352941176,14.447058823529412,45,1,2.5111111111111111
